image_id,image_path,relpath,ground_truth,true_defect_type,prompt_id,raw_response,parsed_prediction,predicted_defect_type,confidence,predicted_class,format_ok,evidence,generation_error,model_tag,correct,error_type
dent_00087,/content/casting-defect-vlm/data/raw/output/defect_dataset/dent/dent_00087.jpg,dent/dent_00087.jpg,Defective,dent,prompt_3,"Classification: Defective
Defect type: dent",Defective,dent,,dent,True,,,finetuned,True,correct
dent_00090,/content/casting-defect-vlm/data/raw/output/defect_dataset/dent/dent_00090.jpg,dent/dent_00090.jpg,Defective,dent,prompt_1,"Classification: Defective
Reason: Defect type: dent
Confidence: 90%",Defective,Unknown,90.0,Unmatched,True,Defect type: dent,,finetuned,True,correct
dent_00090,/content/casting-defect-vlm/data/raw/output/defect_dataset/dent/dent_00090.jpg,dent/dent_00090.jpg,Defective,dent,prompt_2,"Classification: Defective
Defect type: dent
Evidence: A dent is visible on the surface of the part.",Defective,dent,,dent,True,A dent is visible on the surface of the part.,,finetuned,True,correct
dent_00090,/content/casting-defect-vlm/data/raw/output/defect_dataset/dent/dent_00090.jpg,dent/dent_00090.jpg,Defective,dent,prompt_3,"Classification: Defective
Defect type: dent",Defective,dent,,dent,True,,,finetuned,True,correct
flash_00001,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00001.jpg,flash/flash_00001.jpg,Defective,flash,prompt_1,"Classification: Defective
Reason: surface_roughness
Confidence: 90%",Defective,Unknown,90.0,Unmatched,True,surface_roughness,,finetuned,True,correct
flash_00001,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00001.jpg,flash/flash_00001.jpg,Defective,flash,prompt_2,"Classification: Unknown
Defect present: No",Defective,Unknown,,Unmatched,True,,,finetuned,True,correct
flash_00001,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00001.jpg,flash/flash_00001.jpg,Defective,flash,prompt_3,"Classification: Defective
Defect type: flash",Defective,flash,,flash,True,,,finetuned,True,correct
flash_00020,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00020.jpg,flash/flash_00020.jpg,Defective,flash,prompt_1,"Classification: Defective
Reason: minor surface defect
Confidence: 90%",Defective,Unknown,90.0,Unmatched,True,minor surface defect,,finetuned,True,correct
flash_00020,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00020.jpg,flash/flash_00020.jpg,Defective,flash,prompt_2,"Classification: Defective
Defect type: dent
Evidence: dent is present at the center of the part",Defective,dent,,dent,True,dent is present at the center of the part,,finetuned,True,correct
flash_00020,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00020.jpg,flash/flash_00020.jpg,Defective,flash,prompt_3,"Classification: Defective
Defect type: dent",Defective,dent,,dent,True,,,finetuned,True,correct
flash_00025,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00025.jpg,flash/flash_00025.jpg,Defective,flash,prompt_1,"Classification: Defective
Reason: surface_roughness
Confidence: 90%",Defective,Unknown,90.0,Unmatched,True,surface_roughness,,finetuned,True,correct
flash_00025,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00025.jpg,flash/flash_00025.jpg,Defective,flash,prompt_2,"Classification: Defective
Defect type: dent
Evidence: dent is present
Confidence: 90%",Defective,dent,90.0,dent,True,dent is present,,finetuned,True,correct
flash_00025,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00025.jpg,flash/flash_00025.jpg,Defective,flash,prompt_3,"Classification: Defective
Defect type: dent",Defective,dent,,dent,True,,,finetuned,True,correct
flash_00026,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00026.jpg,flash/flash_00026.jpg,Defective,flash,prompt_1,"Classification: Defective
Reason: surface_roughness
Confidence: 90%",Defective,Unknown,90.0,Unmatched,True,surface_roughness,,finetuned,True,correct
flash_00026,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00026.jpg,flash/flash_00026.jpg,Defective,flash,prompt_2,"Classification: Defective
Defect type: flash
Evidence: Flash is visible on the edge of the part.",Defective,flash,,flash,True,Flash is visible on the edge of the part.,,finetuned,True,correct
flash_00026,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00026.jpg,flash/flash_00026.jpg,Defective,flash,prompt_3,"Classification: Defective
Defect type: flash",Defective,flash,,flash,True,,,finetuned,True,correct
flash_00031,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00031.jpg,flash/flash_00031.jpg,Defective,flash,prompt_1,"Classification: Defective
Reason: Defect type: dent
Confidence: 90%",Defective,Unknown,90.0,Unmatched,True,Defect type: dent,,finetuned,True,correct
flash_00031,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00031.jpg,flash/flash_00031.jpg,Defective,flash,prompt_2,"Classification: Defective
Defect type: dent
Evidence: A dent is visible on the surface of the part.",Defective,dent,,dent,True,A dent is visible on the surface of the part.,,finetuned,True,correct
flash_00031,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00031.jpg,flash/flash_00031.jpg,Defective,flash,prompt_3,"Classification: Defective
Defect type: dent",Defective,dent,,dent,True,,,finetuned,True,correct
flash_00040,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00040.jpg,flash/flash_00040.jpg,Defective,flash,prompt_1,"Classification: Defective
Reason: surface_roughness
Confidence: 90%",Defective,Unknown,90.0,Unmatched,True,surface_roughness,,finetuned,True,correct
flash_00040,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00040.jpg,flash/flash_00040.jpg,Defective,flash,prompt_2,"Classification: Defective
Defect type: flash
Evidence: Flash is visible on the surface of the part.",Defective,flash,,flash,True,Flash is visible on the surface of the part.,,finetuned,True,correct
flash_00040,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00040.jpg,flash/flash_00040.jpg,Defective,flash,prompt_3,"Classification: Defective
Defect type: flash",Defective,flash,,flash,True,,,finetuned,True,correct
flash_00042,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00042.jpg,flash/flash_00042.jpg,Defective,flash,prompt_1,"Classification: Defective
Reason: surface_roughness
Confidence: 90%",Defective,Unknown,90.0,Unmatched,True,surface_roughness,,finetuned,True,correct
flash_00042,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00042.jpg,flash/flash_00042.jpg,Defective,flash,prompt_2,"Classification: Defective
Defect type: flash
Evidence: Flash is visible on the surface of the part.",Defective,flash,,flash,True,Flash is visible on the surface of the part.,,finetuned,True,correct
flash_00042,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00042.jpg,flash/flash_00042.jpg,Defective,flash,prompt_3,"Classification: OK
Defect type: None",OK,None,,ok,True,,,finetuned,False,false_negative_missed_defect
flash_00046,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00046.jpg,flash/flash_00046.jpg,Defective,flash,prompt_1,"Classification: OK
Reason: None
Confidence: 100%",OK,None,100.0,ok,True,None,,finetuned,False,false_negative_missed_defect
flash_00046,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00046.jpg,flash/flash_00046.jpg,Defective,flash,prompt_2,"Classification: Defective
Defect type: flash
Evidence: Flash is visible on the outer edge of the part.",Defective,flash,,flash,True,Flash is visible on the outer edge of the part.,,finetuned,True,correct
flash_00046,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00046.jpg,flash/flash_00046.jpg,Defective,flash,prompt_3,"Classification: OK
Defect type: None
Defect location: None",OK,None,,ok,True,,,finetuned,False,false_negative_missed_defect
flash_00052,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00052.jpg,flash/flash_00052.jpg,Defective,flash,prompt_1,"Classification: OK
Reason: No defect detected
Confidence: 100%",OK,None,100.0,ok,True,No defect detected,,finetuned,False,false_negative_missed_defect
flash_00052,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00052.jpg,flash/flash_00052.jpg,Defective,flash,prompt_2,"Classification: OK
Defect present: No
Defect type: Unknown
Evidence: None",OK,None,,ok,True,None,,finetuned,False,false_negative_missed_defect
flash_00052,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00052.jpg,flash/flash_00052.jpg,Defective,flash,prompt_3,"Classification: OK
Defect type: None
Defect location: None",OK,None,,ok,True,,,finetuned,False,false_negative_missed_defect
flash_00054,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00054.jpg,flash/flash_00054.jpg,Defective,flash,prompt_1,"Classification: Defective
Reason: surface_roughness
Confidence: 90%",Defective,Unknown,90.0,Unmatched,True,surface_roughness,,finetuned,True,correct
flash_00054,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00054.jpg,flash/flash_00054.jpg,Defective,flash,prompt_2,"Classification: Defective
Defect type: flash
Evidence: Flash is visible on the surface of the part.",Defective,flash,,flash,True,Flash is visible on the surface of the part.,,finetuned,True,correct
flash_00054,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00054.jpg,flash/flash_00054.jpg,Defective,flash,prompt_3,"Classification: OK
Defect type: None",OK,None,,ok,True,,,finetuned,False,false_negative_missed_defect
flash_00059,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00059.jpg,flash/flash_00059.jpg,Defective,flash,prompt_1,"Classification: OK
Reason: None
Confidence: 100%",OK,None,100.0,ok,True,None,,finetuned,False,false_negative_missed_defect
flash_00059,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00059.jpg,flash/flash_00059.jpg,Defective,flash,prompt_2,"Classification: Unknown
Defect present: No",Defective,Unknown,,Unmatched,True,,,finetuned,True,correct
flash_00059,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00059.jpg,flash/flash_00059.jpg,Defective,flash,prompt_3,"Classification: Defective
Defect type: flash",Defective,flash,,flash,True,,,finetuned,True,correct
flash_00064,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00064.jpg,flash/flash_00064.jpg,Defective,flash,prompt_1,"Classification: OK
Reason: None
Confidence: 100%",OK,None,100.0,ok,True,None,,finetuned,False,false_negative_missed_defect
flash_00064,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00064.jpg,flash/flash_00064.jpg,Defective,flash,prompt_2,"Classification: Unknown
Defect present: No",Defective,Unknown,,Unmatched,True,,,finetuned,True,correct
flash_00064,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00064.jpg,flash/flash_00064.jpg,Defective,flash,prompt_3,"Classification: OK
Defect type: None
Defect location: None",OK,None,,ok,True,,,finetuned,False,false_negative_missed_defect
flash_00066,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00066.jpg,flash/flash_00066.jpg,Defective,flash,prompt_1,"Classification: Defective
Reason: surface_roughness
Confidence: 99%",Defective,Unknown,99.0,Unmatched,True,surface_roughness,,finetuned,True,correct
flash_00066,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00066.jpg,flash/flash_00066.jpg,Defective,flash,prompt_2,"Classification: Defective
Defect type: flash
Evidence: Flash is visible on the surface of the part.",Defective,flash,,flash,True,Flash is visible on the surface of the part.,,finetuned,True,correct
flash_00066,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00066.jpg,flash/flash_00066.jpg,Defective,flash,prompt_3,"Classification: Defective
Defect type: flash",Defective,flash,,flash,True,,,finetuned,True,correct
flash_00067,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00067.jpg,flash/flash_00067.jpg,Defective,flash,prompt_1,"Classification: OK
Reason: None
Confidence: 100%",OK,None,100.0,ok,True,None,,finetuned,False,false_negative_missed_defect
flash_00067,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00067.jpg,flash/flash_00067.jpg,Defective,flash,prompt_2,"Classification: Defective
Defect type: flash
Evidence: Flash is visible on the outer edge of the part.",Defective,flash,,flash,True,Flash is visible on the outer edge of the part.,,finetuned,True,correct
flash_00067,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00067.jpg,flash/flash_00067.jpg,Defective,flash,prompt_3,"Classification: OK
Defect type: None
Defect location: None",OK,None,,ok,True,,,finetuned,False,false_negative_missed_defect
flash_00070,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00070.jpg,flash/flash_00070.jpg,Defective,flash,prompt_1,"Classification: Defective
Reason: surface_roughness
Confidence: 90%",Defective,Unknown,90.0,Unmatched,True,surface_roughness,,finetuned,True,correct
flash_00070,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00070.jpg,flash/flash_00070.jpg,Defective,flash,prompt_2,"Classification: Defective
Defect type: flash
Evidence: The image shows a flash, which is a thin layer of material that has been extruded from the mold during the casting process. This flash is visible as a thin layer around the outer edge of the circular object.",Defective,flash,,flash,True,"The image shows a flash, which is a thin layer of material that has been extruded from the mold during the casting process. This flash is visible as a thin layer around the outer edge of the circular object.",,finetuned,True,correct
flash_00070,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00070.jpg,flash/flash_00070.jpg,Defective,flash,prompt_3,"Classification: Defective
Defect type: surface_roughness",Defective,surface_roughness,,surface_roughness,True,,,finetuned,True,correct
flash_00082,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00082.jpg,flash/flash_00082.jpg,Defective,flash,prompt_1,"Classification: Defective
Reason: surface_roughness
Confidence: 90%",Defective,Unknown,90.0,Unmatched,True,surface_roughness,,finetuned,True,correct
flash_00082,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00082.jpg,flash/flash_00082.jpg,Defective,flash,prompt_2,"Classification: Unknown
Defect present: No",Defective,Unknown,,Unmatched,True,,,finetuned,True,correct
flash_00082,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00082.jpg,flash/flash_00082.jpg,Defective,flash,prompt_3,"Classification: Defective
Defect type: surface_roughness",Defective,surface_roughness,,surface_roughness,True,,,finetuned,True,correct
flash_00086,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00086.jpg,flash/flash_00086.jpg,Defective,flash,prompt_1,"Classification: Defective
Reason: surface_roughness
Confidence: 90%",Defective,Unknown,90.0,Unmatched,True,surface_roughness,,finetuned,True,correct
flash_00086,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00086.jpg,flash/flash_00086.jpg,Defective,flash,prompt_2,"Classification: Unknown
Defect present: No",Defective,Unknown,,Unmatched,True,,,finetuned,True,correct
flash_00086,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00086.jpg,flash/flash_00086.jpg,Defective,flash,prompt_3,"Classification: Defective
Defect type: flash",Defective,flash,,flash,True,,,finetuned,True,correct
flash_00098,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00098.jpg,flash/flash_00098.jpg,Defective,flash,prompt_1,"Classification: Defective
Reason: Defective surface: surface_roughness
Confidence: 90%",Defective,Unknown,90.0,Unmatched,True,Defective surface: surface_roughness,,finetuned,True,correct
flash_00098,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00098.jpg,flash/flash_00098.jpg,Defective,flash,prompt_2,"Classification: Defective
Defect type: surface_roughness
Evidence: The surface of the object has a rough texture, which is a surface defect.
Confidence: 90%",Defective,surface_roughness,90.0,surface_roughness,True,"The surface of the object has a rough texture, which is a surface defect.",,finetuned,True,correct
flash_00098,/content/casting-defect-vlm/data/raw/output/defect_dataset/flash/flash_00098.jpg,flash/flash_00098.jpg,Defective,flash,prompt_3,"Classification: Defective
Defect type: surface_roughness",Defective,surface_roughness,,surface_roughness,True,,,finetuned,True,correct
inclusion_00011,/content/casting-defect-vlm/data/raw/output/defect_dataset/inclusion/inclusion_00011.jpg,inclusion/inclusion_00011.jpg,Defective,inclusion,prompt_1,"Classification: Defective
Reason: inclusion
Confidence: 95%",Defective,Unknown,95.0,Unmatched,True,inclusion,,finetuned,True,correct
inclusion_00011,/content/casting-defect-vlm/data/raw/output/defect_dataset/inclusion/inclusion_00011.jpg,inclusion/inclusion_00011.jpg,Defective,inclusion,prompt_2,"Classification: Defective
Defect type: inclusion
Evidence: Inclusions are visible as bright spots on the surface of the casting.",Defective,inclusion,,inclusion,True,Inclusions are visible as bright spots on the surface of the casting.,,finetuned,True,correct
inclusion_00011,/content/casting-defect-vlm/data/raw/output/defect_dataset/inclusion/inclusion_00011.jpg,inclusion/inclusion_00011.jpg,Defective,inclusion,prompt_3,"Classification: Defective
Defect type: inclusion",Defective,inclusion,,inclusion,True,,,finetuned,True,correct
inclusion_00021,/content/casting-defect-vlm/data/raw/output/defect_dataset/inclusion/inclusion_00021.jpg,inclusion/inclusion_00021.jpg,Defective,inclusion,prompt_1,"Classification: Defective
Reason: Defect type: inclusion
Confidence: 90%",Defective,Unknown,90.0,Unmatched,True,Defect type: inclusion,,finetuned,True,correct
inclusion_00021,/content/casting-defect-vlm/data/raw/output/defect_dataset/inclusion/inclusion_00021.jpg,inclusion/inclusion_00021.jpg,Defective,inclusion,prompt_2,"Classification: Defective
Defect present: Yes
Defect type: inclusion
Evidence: Defects: [inclusion, inclusion]
Confidence: 90%",Defective,inclusion,90.0,inclusion,True,"Defects: [inclusion, inclusion]",,finetuned,True,correct
inclusion_00021,/content/casting-defect-vlm/data/raw/output/defect_dataset/inclusion/inclusion_00021.jpg,inclusion/inclusion_00021.jpg,Defective,inclusion,prompt_3,"Classification: Defective
Defect type: inclusion
Defect type: mixed_defects",Defective,inclusion,,inclusion,True,,,finetuned,True,correct
inclusion_00042,/content/casting-defect-vlm/data/raw/output/defect_dataset/inclusion/inclusion_00042.jpg,inclusion/inclusion_00042.jpg,Defective,inclusion,prompt_1,"Classification: Defective
Reason: inclusion
Confidence: 95%",Defective,Unknown,95.0,Unmatched,True,inclusion,,finetuned,True,correct
inclusion_00042,/content/casting-defect-vlm/data/raw/output/defect_dataset/inclusion/inclusion_00042.jpg,inclusion/inclusion_00042.jpg,Defective,inclusion,prompt_2,"Classification: Defective
Defect present: Yes
Defect type: inclusion
Evidence: Inclusions are present at the following locations: [178, 730], [178, 730], [178, 730], [178, 730], [178, 730], [178, 730], [178, 730], [178, 730], [178, 730], [178, 730],",Defective,inclusion,,inclusion,True,"Inclusions are present at the following locations: [178, 730], [178, 730], [178, 730], [178, 730], [178, 730], [178, 730], [178, 730], [178, 730], [178, 730], [178, 730],",,finetuned,True,correct
inclusion_00042,/content/casting-defect-vlm/data/raw/output/defect_dataset/inclusion/inclusion_00042.jpg,inclusion/inclusion_00042.jpg,Defective,inclusion,prompt_3,"Classification: Defective
Defect type: inclusion
Defect location: [178, 718, 252, 830], [548, 662, 597, 744], [128, 107, 208, 202], [847, 268, 936, 357]",Defective,inclusion,,inclusion,True,,,finetuned,True,correct
inclusion_00045,/content/casting-defect-vlm/data/raw/output/defect_dataset/inclusion/inclusion_00045.jpg,inclusion/inclusion_00045.jpg,Defective,inclusion,prompt_1,"Classification: Defective
Reason: inclusion
Confidence: 95%",Defective,Unknown,95.0,Unmatched,True,inclusion,,finetuned,True,correct
inclusion_00045,/content/casting-defect-vlm/data/raw/output/defect_dataset/inclusion/inclusion_00045.jpg,inclusion/inclusion_00045.jpg,Defective,inclusion,prompt_2,"Classification: Defective
Defect type: inclusion
Evidence: Defects are marked with red circles.
Confidence: 90%",Defective,inclusion,90.0,inclusion,True,Defects are marked with red circles.,,finetuned,True,correct
inclusion_00045,/content/casting-defect-vlm/data/raw/output/defect_dataset/inclusion/inclusion_00045.jpg,inclusion/inclusion_00045.jpg,Defective,inclusion,prompt_3,"Classification: Defective
Defect type: inclusion
Defect location: [0.56, 0.28, 0.62, 0.34]
Defect type: inclusion
Defect location: [0.43, 0.32, 0.52, 0.39]
Defect type: inclusion
Defect location: [0.84, 0.07, 0.93, 0.15]
Defect type: inclusion
Defect location: [0.07, 0.3,",Defective,inclusion,,inclusion,True,,,finetuned,True,correct
inclusion_00062,/content/casting-defect-vlm/data/raw/output/defect_dataset/inclusion/inclusion_00062.jpg,inclusion/inclusion_00062.jpg,Defective,inclusion,prompt_1,"Classification: Defective
Reason: inclusion
Confidence: 80",Defective,Unknown,80.0,Unmatched,True,inclusion,,finetuned,True,correct
inclusion_00062,/content/casting-defect-vlm/data/raw/output/defect_dataset/inclusion/inclusion_00062.jpg,inclusion/inclusion_00062.jpg,Defective,inclusion,prompt_2,"Classification: Defective
Defect present: Yes
Defect type: inclusion
Evidence: Defects are multicolored and located at the bottom right of the image.
Confidence: 80%",Defective,inclusion,80.0,inclusion,True,Defects are multicolored and located at the bottom right of the image.,,finetuned,True,correct
inclusion_00062,/content/casting-defect-vlm/data/raw/output/defect_dataset/inclusion/inclusion_00062.jpg,inclusion/inclusion_00062.jpg,Defective,inclusion,prompt_3,"Classification: Defective
Defect type: inclusion
Defect location: [508, 708, 578, 778]",Defective,inclusion,,inclusion,True,,,finetuned,True,correct
inclusion_00063,/content/casting-defect-vlm/data/raw/output/defect_dataset/inclusion/inclusion_00063.jpg,inclusion/inclusion_00063.jpg,Defective,inclusion,prompt_1,"Classification: Defective
Reason: Defect type: inclusion, Defect location: [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30,",Defective,Unknown,,Unmatched,True,"Defect type: inclusion, Defect location: [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30,",,finetuned,True,correct
inclusion_00063,/content/casting-defect-vlm/data/raw/output/defect_dataset/inclusion/inclusion_00063.jpg,inclusion/inclusion_00063.jpg,Defective,inclusion,prompt_2,"Classification: Defective
Defect type: inclusion
Evidence: Defects: 1. inclusion (multicolor) 2. inclusion (white) 3. inclusion (white) 4. inclusion (white) 5. inclusion (white)",Defective,inclusion,,inclusion,True,Defects: 1. inclusion (multicolor) 2. inclusion (white) 3. inclusion (white) 4. inclusion (white) 5. inclusion (white),,finetuned,True,correct
inclusion_00063,/content/casting-defect-vlm/data/raw/output/defect_dataset/inclusion/inclusion_00063.jpg,inclusion/inclusion_00063.jpg,Defective,inclusion,prompt_3,"Classification: Defective
Defect type: inclusion
Defect location: [0.22, 0.28]",Defective,inclusion,,inclusion,True,,,finetuned,True,correct
inclusion_00083,/content/casting-defect-vlm/data/raw/output/defect_dataset/inclusion/inclusion_00083.jpg,inclusion/inclusion_00083.jpg,Defective,inclusion,prompt_1,"Classification: Defective
Reason: inclusion
Confidence: 95%",Defective,Unknown,95.0,Unmatched,True,inclusion,,finetuned,True,correct
inclusion_00083,/content/casting-defect-vlm/data/raw/output/defect_dataset/inclusion/inclusion_00083.jpg,inclusion/inclusion_00083.jpg,Defective,inclusion,prompt_2,"Classification: Defective
Defect present: Yes
Defect type: inclusion
Evidence: Inclusions are visible as white spots on the surface of the part.",Defective,inclusion,,inclusion,True,Inclusions are visible as white spots on the surface of the part.,,finetuned,True,correct
inclusion_00083,/content/casting-defect-vlm/data/raw/output/defect_dataset/inclusion/inclusion_00083.jpg,inclusion/inclusion_00083.jpg,Defective,inclusion,prompt_3,"Classification: Defective
Defect type: inclusion
Defect location: [0.0, 0.4, 0.1, 0.1], [0.3, 0.3, 0.4, 0.4], [0.4, 0.2, 0.5, 0.3]",Defective,inclusion,,inclusion,True,,,finetuned,True,correct
inclusion_00084,/content/casting-defect-vlm/data/raw/output/defect_dataset/inclusion/inclusion_00084.jpg,inclusion/inclusion_00084.jpg,Defective,inclusion,prompt_1,"Classification: Defective
Reason: inclusion
Confidence: 80",Defective,Unknown,80.0,Unmatched,True,inclusion,,finetuned,True,correct
inclusion_00084,/content/casting-defect-vlm/data/raw/output/defect_dataset/inclusion/inclusion_00084.jpg,inclusion/inclusion_00084.jpg,Defective,inclusion,prompt_2,"Classification: Defective
Defect type: inclusion
Evidence: Inclusions are visible as colorful speckles on the surface of the part.
Confidence: 80%",Defective,inclusion,80.0,inclusion,True,Inclusions are visible as colorful speckles on the surface of the part.,,finetuned,True,correct
inclusion_00084,/content/casting-defect-vlm/data/raw/output/defect_dataset/inclusion/inclusion_00084.jpg,inclusion/inclusion_00084.jpg,Defective,inclusion,prompt_3,"Classification: Defective
Defect type: inclusion
Defect location: [0.71, 0.42, 0.77, 0.47]",Defective,inclusion,,inclusion,True,,,finetuned,True,correct
inclusion_00099,/content/casting-defect-vlm/data/raw/output/defect_dataset/inclusion/inclusion_00099.jpg,inclusion/inclusion_00099.jpg,Defective,inclusion,prompt_1,"Classification: Defective
Reason: inclusion
Confidence: 80",Defective,Unknown,80.0,Unmatched,True,inclusion,,finetuned,True,correct
inclusion_00099,/content/casting-defect-vlm/data/raw/output/defect_dataset/inclusion/inclusion_00099.jpg,inclusion/inclusion_00099.jpg,Defective,inclusion,prompt_2,"Classification: Defective
Defect type: inclusion
Evidence: Inclusions detected at the following locations: [1] [2] [3] [4]
Confidence: 90%",Defective,inclusion,90.0,inclusion,True,Inclusions detected at the following locations: [1] [2] [3] [4],,finetuned,True,correct
inclusion_00099,/content/casting-defect-vlm/data/raw/output/defect_dataset/inclusion/inclusion_00099.jpg,inclusion/inclusion_00099.jpg,Defective,inclusion,prompt_3,"Classification: Defective
Defect type: inclusion
Defect location: [0.22, 0.08, 0.28, 0.11], [0.75, 0.15, 0.81, 0.21], [0.82, 0.73, 0.88, 0.79], [0.93, 0.82, 0.99, 0.89]",Defective,inclusion,,inclusion,True,,,finetuned,True,correct
mixed_defects_00009,/content/casting-defect-vlm/data/raw/output/defect_dataset/mixed_defects/mixed_defects_00009.jpg,mixed_defects/mixed_defects_00009.jpg,Defective,mixed_defects,prompt_1,"Classification: Defective
Reason: Defect type: mixed_defects, Defects: scratch, dent, mixed_defects
Confidence: 95%",Defective,Unknown,95.0,Unmatched,True,"Defect type: mixed_defects, Defects: scratch, dent, mixed_defects",,finetuned,True,correct
mixed_defects_00009,/content/casting-defect-vlm/data/raw/output/defect_dataset/mixed_defects/mixed_defects_00009.jpg,mixed_defects/mixed_defects_00009.jpg,Defective,mixed_defects,prompt_2,"Classification: Defective
Defect type: mixed_defects
Evidence: Defects: mixed_defects (crack, dent, mixed_defects)",Defective,mixed_defects,,mixed_defects,True,"Defects: mixed_defects (crack, dent, mixed_defects)",,finetuned,True,correct
mixed_defects_00009,/content/casting-defect-vlm/data/raw/output/defect_dataset/mixed_defects/mixed_defects_00009.jpg,mixed_defects/mixed_defects_00009.jpg,Defective,mixed_defects,prompt_3,"Classification: Defective
Defect type: mixed_defects
Defects: [('*', 47), ('*', 198), ('*', 220), ('*', 270), ('*', 300), ('*', 330), ('*', 360), ('*', 390), ('*', 420), ('*', 450), ('*', 480), ('*', 510), ('*', 540), ('*', 570), ('*', 600), ('*', 63",Defective,mixed_defects,,mixed_defects,True,,,finetuned,True,correct
mixed_defects_00010,/content/casting-defect-vlm/data/raw/output/defect_dataset/mixed_defects/mixed_defects_00010.jpg,mixed_defects/mixed_defects_00010.jpg,Defective,mixed_defects,prompt_1,"Classification: Defective
Reason: Defect type: shrinkage
Confidence: 90%",Defective,Unknown,90.0,Unmatched,True,Defect type: shrinkage,,finetuned,True,correct
mixed_defects_00010,/content/casting-defect-vlm/data/raw/output/defect_dataset/mixed_defects/mixed_defects_00010.jpg,mixed_defects/mixed_defects_00010.jpg,Defective,mixed_defects,prompt_2,"Classification: Defective
Defect type: shrinkage
Evidence: A shrinkage defect is present in the image. The defect is located at the center of the image.",Defective,shrinkage,,shrinkage,True,A shrinkage defect is present in the image. The defect is located at the center of the image.,,finetuned,True,correct
